,Date,ETVI 등급,ETVI 점수,ETF시장의 변동성,ETVI
1292,2008-01-25,5(매우낮음),11.900865978475935,0.6988749634421697,4.700529112079227
1293,2008-01-28,2(높음),44.0839446270881,7.468019599840981,41.10707114317623
1294,2008-01-29,2(높음),35.890646955200545,8.463837845869046,53.52859073827342
1295,2008-01-30,4(낮음),13.846695042822128,2.551898861189563,16.89944256740859
1296,2008-01-31,2(높음),36.3152421757964,8.85572924378295,51.086922109476916
1297,2008-02-01,4(낮음),14.113479434764713,1.9116992259518457,17.086230731575426
1298,2008-02-04,4(낮음),18.853347595755515,2.7513423038753793,20.83350704392886
1299,2008-02-05,2(높음),36.86899689455978,7.496338643676602,54.975997282283416
1300,2008-02-06,3(보통),32.78180309745595,4.166273710960506,33.68476044157299
1301,2008-02-07,3(보통),26.32656686216706,3.7737189642361373,23.187715777394008
1302,2008-02-08,3(보통),24.940569096874157,4.583039544031401,33.83877543302638
1303,2008-02-11,5(매우낮음),5.463089053420283,0.8842455830038382,5.221227002128732
1304,2008-02-12,4(낮음),13.790566555934902,2.0376710400935925,13.568859069664812
1305,2008-02-13,5(매우낮음),6.491562339399579,1.0222846507356251,6.798682943524583
1306,2008-02-14,3(보통),27.403978563958997,3.647994545429493,26.267552499634437
1307,2008-02-15,2(높음),45.28858549495813,7.814503142622591,61.12571724317868
1308,2008-02-18,2(높음),50.033183278372,6.166305442488688,34.21545903768397
1309,2008-02-19,3(보통),23.983753665688543,4.933458762534545,32.337548798079816
1310,2008-02-20,3(보통),32.175701243959594,4.151730724363685,29.316515513375226
1311,2008-02-21,5(매우낮음),8.932182660548827,1.2696385079456822,8.379151012757628
1312,2008-02-22,3(보통),24.299395395514928,3.1552037891304603,27.640661519252124
1313,2008-02-25,2(높음),46.9288816297482,5.101984444828917,36.229414650148016
1314,2008-02-26,5(매우낮음),7.235413648702395,1.3708726664723323,9.022467009345823
1315,2008-02-27,3(보통),23.08763842306608,3.548732731012517,26.36940316639965
1316,2008-02-28,2(높음),49.49083709475744,8.198038990331808,49.15049120695072
1317,2008-02-29,3(보통),29.345487068033165,5.0346029853980605,28.75828842534014
1318,2008-03-03,3(보통),25.9091783847744,4.3187601335697865,33.09896616215776
1319,2008-03-04,3(보통),28.12810527447418,3.4976103727508248,32.35176767698873
1320,2008-03-05,4(낮음),15.064366877319829,2.0797259785944635,16.315554123461368
1321,2008-03-06,4(낮음),21.630185016182672,3.1338013509757077,19.132545161019962
1322,2008-03-07,3(보통),25.656989285619165,4.343133803355595,24.65184932617286
1323,2008-03-10,2(높음),40.07385233906954,7.442415606653138,55.999671406284676
1324,2008-03-11,5(매우낮음),6.65781632293881,1.7935889881384526,9.94925553196258
1325,2008-03-12,1(매우높음),92.96710053973862,10.667539513525075,76.75903151604761
1326,2008-03-13,3(보통),25.790323757178395,3.5147385650993948,27.747364669065423
1327,2008-03-14,3(보통),27.68560785925967,2.949172521117925,25.34309428655514
1328,2008-03-17,2(높음),50.88013977717891,7.100832805851313,57.96731645727002
1329,2008-03-18,3(보통),24.192853880553276,4.3500592140356,30.972322577738268
1330,2008-03-19,2(높음),57.818885710307974,5.99078679229009,44.28318152426437
1331,2008-03-20,2(높음),43.675628079239914,5.554341095998265,38.81056813442739
1332,2008-03-21,2(높음),46.659836616828755,5.8370571900054005,50.27132198591565
1333,2008-03-24,1(매우높음),74.31093710547304,11.12500132907249,69.13612897823297
1334,2008-03-25,4(낮음),15.83406077457313,1.9316339827539957,14.036336633432024
1335,2008-03-26,2(높음),43.88197742879649,6.767448566495376,40.864540784512165
1336,2008-03-27,1(매우높음),62.42726418019807,13.254360848556201,82.63486306922898
1337,2008-03-28,2(높음),39.73910092789143,8.396066606922828,60.44660233755265
1338,2008-03-31,4(낮음),21.973244833055418,2.9595802255983275,18.53011559417154
1339,2008-04-01,3(보통),27.39408266630596,3.2811639600882585,26.466072981186194
1340,2008-04-02,4(낮음),20.06274615417393,2.120732427564365,15.666442232992893
1341,2008-04-03,4(낮음),17.959003177614754,2.235592816270073,13.713429493178237
1342,2008-04-04,2(높음),46.23524077018695,6.46158442371837,43.10348390050589
1343,2008-04-07,2(높음),35.77111319738057,8.74677962721571,52.58809753013337
1344,2008-04-08,3(보통),28.121933685025358,3.1120251407667223,23.208632861322886
1345,2008-04-09,3(보통),26.794591431721773,5.191066705592889,29.75044616625088
1346,2008-04-10,2(높음),48.106194347506346,5.933251795056668,40.20790752289891
1347,2008-04-11,3(보통),27.806769663452663,4.008156496376813,33.72646132852597
1348,2008-04-14,3(보통),24.98588973556403,5.307538144249508,33.41775224831545
1349,2008-04-15,2(높음),39.756954694832444,5.73282741571663,39.890055033283595
1350,2008-04-16,2(높음),49.98791512246004,8.248976077825992,57.643315634848484
1351,2008-04-17,2(높음),53.42695414298499,5.5420894641012195,41.24679907383799
1352,2008-04-18,3(보통),33.00656759602242,2.798657419208439,22.318567818267486
1353,2008-04-21,2(높음),47.008444517598605,7.122275382080864,43.72487915102684
1354,2008-04-22,1(매우높음),89.06063410668688,11.239217395252027,83.00449026123188
1355,2008-04-23,2(높음),55.70390870005019,6.736685999349617,37.80505393567167
1356,2008-04-24,2(높음),50.36349416520737,6.1157743583622155,38.81091749894991
1357,2008-04-25,2(높음),58.9453592707238,7.660588230046216,46.988255322450925
1358,2008-04-28,3(보통),28.790569565244468,3.6573728384389006,22.059070284388703
1359,2008-04-29,3(보통),27.159244741568813,3.4747279435182086,24.68856765705135
1360,2008-04-30,3(보통),25.39144919314629,3.5027815849232877,26.209359004687684
1361,2008-05-01,3(보통),28.910793994970128,4.073499862028333,26.419296104659733
1362,2008-05-02,3(보통),32.46109202186859,4.184390424119939,31.13311932814552
1363,2008-05-06,2(높음),56.83163799435415,6.2819607855570965,51.35828376680042
1364,2008-05-07,2(높음),43.16880191412337,5.50150080549397,42.442762677665314
1365,2008-05-08,2(높음),46.33615093125391,9.677509712046135,54.85575471466274
1366,2008-05-09,1(매우높음),93.82358600254517,9.29393094696371,75.50976924282436
1367,2008-05-12,4(낮음),14.602023608180682,2.8262911838542477,16.155554890650844
1368,2008-05-13,1(매우높음),67.69775487408322,10.287271734749185,63.15144178651601
1369,2008-05-14,4(낮음),17.853622165284524,2.1202283924298926,12.772692835056139
1370,2008-05-15,3(보통),29.072911919925332,4.394962586973176,29.946650609936064
1371,2008-05-16,2(높음),55.52232342275589,6.749606232642617,40.71945388099115
1372,2008-05-19,2(높음),50.686483191242516,5.772522268278726,37.652060212482745
1373,2008-05-20,3(보통),26.003517558615336,4.769617790358262,33.30455554231573
1374,2008-05-21,3(보통),26.559811409195078,4.437922282575455,33.754565938627806
1375,2008-05-22,3(보통),26.74850153675314,4.34724430017313,34.123326691551654
1376,2008-05-23,5(매우낮음),8.745568442516364,1.296051495122421,11.321276029071779
1377,2008-05-26,4(낮음),21.260743145592762,1.909406302034273,15.50810121211902
1378,2008-05-27,4(낮음),15.864373054349779,1.9822411029692268,16.339987280101383
1379,2008-05-28,5(매우낮음),7.399809450827428,1.193955602622242,6.712162757845893
1380,2008-05-29,3(보통),31.832691196758315,4.0054510779305605,32.30258737867673
1381,2008-05-30,3(보통),33.20360934841727,3.987321783331403,31.841949351557194
1382,2008-06-02,1(매우높음),66.30521459315595,7.933601587095045,72.06338830896564
1383,2008-06-03,2(높음),36.64529648085381,6.023723216369157,41.85692694084657
1384,2008-06-04,1(매우높음),94.68028153333859,9.099196040570595,67.26299849383032
1385,2008-06-05,3(보통),24.740143082019504,3.5508299536049073,27.932440722183706
1386,2008-06-09,4(낮음),21.19856976527783,1.870340612335772,14.173457833545703
1387,2008-06-10,5(매우낮음),10.638097044851218,1.6424050368936332,10.095412889886239
1388,2008-06-11,2(높음),55.140623645116705,7.740327042227861,53.78370855343787
1389,2008-06-12,4(낮음),18.55413218683446,1.6031577001758401,13.302350281239068
1390,2008-06-13,2(높음),44.91698876964888,8.45442052174347,49.51074671690869
1391,2008-06-16,4(낮음),19.571685954847965,2.8786994938826163,21.313144397156673
1392,2008-06-17,4(낮음),17.12182629674544,2.215791466723656,16.25086186238765
1393,2008-06-18,4(낮음),20.63505883904714,3.3747156826372118,22.94994396157117
1394,2008-06-19,5(매우낮음),7.470184637017493,1.4431428072800316,8.65491467103185
1395,2008-06-20,4(낮음),14.324155673470859,2.2657821250251824,19.96529622851971
1396,2008-06-23,4(낮음),16.6177197694295,2.5044357230958227,17.86313780918858
1397,2008-06-24,4(낮음),20.480445967242996,2.7750478186337304,20.953724726235112
1398,2008-06-25,2(높음),37.69477209916877,6.07586520554751,37.91344183070374
1399,2008-06-26,5(매우낮음),6.391845226249461,0.9266671245972812,7.281560293016474
1400,2008-06-27,4(낮음),16.486201612561025,2.3857070254322146,14.890044941676726
1401,2008-06-30,3(보통),27.208257986901483,3.5241838157962477,29.3882765542963
1402,2008-07-01,4(낮음),17.280459273850422,2.328609879252802,15.248183616448907
1403,2008-07-02,3(보통),27.4673933500723,3.4952066958811683,27.713287374042004
1404,2008-07-03,4(낮음),20.490594164831183,1.8955889834373583,15.354993133618214
1405,2008-07-04,3(보통),23.43451984336289,4.141909023850003,24.01867595311398
1406,2008-07-07,2(높음),54.45970859338556,4.655379655474685,39.91389529811829
1407,2008-07-08,2(높음),49.11014089120353,6.006409645007277,49.16993631243224
1408,2008-07-09,3(보통),28.871430126305132,4.978449453299004,28.396501966536913
1409,2008-07-10,3(보통),26.751800800677778,4.857692479980908,26.09038162759619
1410,2008-07-11,2(높음),44.00896068306315,5.682169510143408,48.41320215839032
1411,2008-07-14,3(보통),23.7599879116941,4.063354735641229,28.71720518043494
1412,2008-07-15,2(높음),50.99060293137579,5.650724780793631,51.663364454619845
1413,2008-07-16,3(보통),29.774146869366973,4.235434388235088,25.803541171150325
1414,2008-07-17,2(높음),35.50394841974296,6.825114718272198,37.30691072089293
1415,2008-07-18,4(낮음),18.86688804843244,1.7748466476576024,14.801066229010772
1416,2008-07-21,3(보통),27.74736183043938,4.132439119393531,30.281044448108087
1417,2008-07-22,3(보통),23.376232742751778,4.005462124626648,29.397840207786
1418,2008-07-23,1(매우높음),91.44499282378051,8.2921754588015,65.17271308459925
1419,2008-07-24,3(보통),31.06701854674114,4.285490724592634,30.935701855639813
1420,2008-07-25,4(낮음),17.184565844890965,1.8685232032379275,15.520685700437236
1421,2008-07-28,2(높음),48.94342516273491,4.612184023791281,37.97688651993593
1422,2008-07-29,4(낮음),14.122827483238732,1.8473998555388886,13.575739782433365
1423,2008-07-30,4(낮음),18.459625100512696,2.1403851792366737,15.094538934848819
1424,2008-07-31,2(높음),50.5845831773824,7.18450573830732,61.79300411820927
1425,2008-08-01,5(매우낮음),10.688148337609888,1.6233181781463757,10.034060339378932
1426,2008-08-04,4(낮음),19.776546610194117,3.07307067315459,20.19396942215315
1427,2008-08-05,5(매우낮음),7.178110190427246,1.4503210865030387,11.081269363077185
1428,2008-08-06,3(보통),29.42355378180081,4.35777019497812,34.83206178826981
1429,2008-08-07,3(보통),32.92835919584751,4.714815385532575,28.43957040478983
1430,2008-08-08,3(보통),30.12846203283081,4.961779144423226,31.979430236440493
1431,2008-08-11,1(매우높음),94.71818703280428,8.49974805822029,72.36230891874307
1432,2008-08-12,4(낮음),17.964329774408025,2.0738281426123657,17.27392042604158
1433,2008-08-13,4(낮음),15.953708634036364,2.3633535257561,15.533099258726185
1434,2008-08-14,5(매우낮음),10.882420110163775,1.6117976383187804,9.168443643290066
1435,2008-08-18,2(높음),57.47278514278528,5.005383982345241,44.89141939977691
1436,2008-08-19,3(보통),29.1148767546236,4.898677523091765,33.25012285303506
1437,2008-08-20,3(보통),33.265940641388006,4.056900097877967,31.752755856399318
1438,2008-08-21,3(보통),33.35808672041141,3.6603245764766053,21.92570603104837
1439,2008-08-22,3(보통),24.17532031991729,3.785432280520806,30.155523133361694
1440,2008-08-25,1(매우높음),86.2063399597407,9.039342745149808,64.27693749709147
1441,2008-08-26,4(낮음),20.671709826902692,3.047043434783994,18.785562171683768
1442,2008-08-27,4(낮음),19.83739985039556,2.080203386914295,18.28052263322787
1443,2008-08-28,4(낮음),19.01889991519435,1.726180720330404,15.22920622930539
1444,2008-08-29,4(낮음),17.22204086593969,3.3686791400196348,22.42962604224752
1445,2008-09-01,3(보통),31.668513812657086,3.6775229763668515,30.341904131315836
1446,2008-09-02,1(매우높음),63.67681499141409,10.47197116251616,67.08718683875058
1447,2008-09-03,2(높음),55.93194310857095,6.362441016980675,55.34369920182108
1448,2008-09-04,4(낮음),21.59979441174576,2.442722038128374,21.108771719180517
1449,2008-09-05,2(높음),38.23966149478702,6.213935564229061,51.28499513953242
1450,2008-09-08,2(높음),44.14056314363016,6.901604417199665,58.11872985663992
1451,2008-09-09,2(높음),57.75336513708972,5.724441362577279,46.697525324029954
1452,2008-09-10,3(보통),31.375282911133326,4.378546635216595,31.44620463813934
1453,2008-09-11,3(보통),23.44621290851544,4.296650268143601,30.227553210656385
1454,2008-09-12,3(보통),25.685636056550514,4.199596414116394,30.463318694672115
1455,2008-09-15,1(매우높음),65.2890677197889,10.602335992614131,63.25559579232285
1456,2008-09-16,4(낮음),19.87442401047584,2.9455490611618766,20.414445734454763
1457,2008-09-17,4(낮음),21.862424028866332,3.3139637009472653,20.234129718264352
1458,2008-09-18,3(보통),23.13956596904145,3.2910953799067775,28.899436723761358
1459,2008-09-19,3(보통),24.264339502388722,3.67646432539375,31.313120471454678
1460,2008-09-22,3(보통),31.273139937394163,5.232155989187106,33.6551849026101
1461,2008-09-23,3(보통),23.998203447309134,3.2637149885156367,27.88891496306491
1462,2008-09-24,5(매우낮음),6.899453159729032,1.4248663293781945,7.9309209398987415
1463,2008-09-25,4(낮음),13.404489591774245,1.8994590960543234,16.362515642803494
1464,2008-09-26,5(매우낮음),6.341839321042371,1.8612641396290306,10.584044902849723
1465,2008-09-29,2(높음),50.704949681688575,6.128447340789967,45.86368081142528
1466,2008-09-30,3(보통),33.34617733004292,5.008954807733361,32.144606458018856
1467,2008-10-01,3(보통),25.585765193460425,4.43506767263107,33.65249732376054
1468,2008-10-02,5(매우낮음),5.1892551690177235,1.8130282925403534,12.63401137056093
1469,2008-10-06,5(매우낮음),6.747948021579607,1.1775682885213556,9.728794314611173
1470,2008-10-07,2(높음),54.933331885515244,7.34180081631542,53.93157596278862
1471,2008-10-08,5(매우낮음),5.001076366030257,0.7371518689746234,5.816767113675075
1472,2008-10-10,2(높음),37.721388986177075,6.986213625362159,42.13615004071721
1473,2008-10-13,5(매우낮음),6.200702477239948,0.878849148262267,7.082152433676703
1474,2008-10-14,2(높음),56.02031624648456,7.002440383021822,58.45566691435763
1475,2008-10-15,4(낮음),13.348824505460746,2.38087121638512,16.61699945805745
1476,2008-10-16,3(보통),26.73920137638526,4.005710960456258,26.695771068734075
1477,2008-10-17,2(높음),55.93514682406678,6.519380251162216,58.864163646967945
1478,2008-10-20,2(높음),50.201672641530585,6.058047887396014,44.57921754702921
1479,2008-10-21,2(높음),39.00882782333323,6.975793934557749,44.927155315990035
1480,2008-10-22,3(보통),26.26531385718101,4.7975542263971365,32.002795858468005
1481,2008-10-23,2(높음),51.72956135095512,4.375487701593984,38.21521799078365
1482,2008-10-24,4(낮음),20.1634426227145,2.83419295514226,16.921963469383616
1483,2008-10-27,4(낮음),16.07742326020262,2.5785304085033625,15.453207123392001
1484,2008-10-28,3(보통),33.52526094108248,3.6632275667730156,25.843552021881962
1485,2008-10-29,1(매우높음),66.15513742800799,11.082389156940144,72.93925165175615
1486,2008-10-30,3(보통),32.44369967127916,4.859145774914741,33.35897505376693
1487,2008-10-31,3(보통),25.23812636101455,3.8007009540226973,25.496540467394045
1488,2008-11-03,3(보통),31.377770547157212,4.650235273623671,30.67230217736928
1489,2008-11-04,3(보통),27.199941036822967,4.77364286485612,29.376306809679733
1490,2008-11-05,3(보통),28.670498401838074,4.2909987891691195,29.24066747239133
1491,2008-11-06,3(보통),26.937623211203718,3.726646422438472,29.430004247532214
1492,2008-11-07,3(보통),29.783642910797788,4.573043617536271,27.75611901817638
1493,2008-11-10,4(낮음),17.45771519285728,3.6043538517481295,21.736606799921034
1494,2008-11-11,2(높음),39.74645613394989,4.270143610970633,34.61251657416624
1495,2008-11-12,4(낮음),17.82213332394939,2.93136113284428,16.541425796790556
1496,2008-11-13,5(매우낮음),8.168116985097377,0.8846811983818716,6.369519118145777
1497,2008-11-14,4(낮음),21.048316387169915,2.129091103782748,16.799210408533778
1498,2008-11-17,4(낮음),19.901604976883633,1.8607899517586959,12.90034560046124
1499,2008-11-18,5(매우낮음),6.169348994050631,0.9412651338543023,6.060710012974069
1500,2008-11-19,4(낮음),17.446525050407704,2.769621623439646,17.673981724900777
1501,2008-11-20,1(매우높음),93.6626874080644,8.662262143361302,76.05499501255495
1502,2008-11-21,3(보통),26.460447493398306,4.562379643072695,30.89420989238541
1503,2008-11-24,3(보통),23.478013222667172,3.5261952763189286,25.52184266443133
1504,2008-11-25,2(높음),42.39398030781576,6.846367625774197,57.172432137299644
1505,2008-11-26,4(낮음),17.57795769410382,2.4697380611558524,18.764874253106278
1506,2008-11-27,5(매우낮음),7.072254338359076,1.2681045097413253,9.312003449058812
1507,2008-11-28,2(높음),57.15550655533626,8.860196670382441,57.25958712828593
1508,2008-12-01,3(보통),29.801141184542367,3.6803484475438553,29.883413545877453
1509,2008-12-02,3(보통),26.22576483557618,3.3015152664263367,23.393513896129743
1510,2008-12-03,1(매우높음),61.17824934603647,9.63662476981664,63.95872145500466
1511,2008-12-04,4(낮음),15.838050683268591,2.453619873519518,17.109686184663715
1512,2008-12-05,3(보통),24.492583704641742,3.4759242238896766,26.198965613906214
1513,2008-12-08,3(보통),30.842768676077753,3.4369368523547963,24.668884306156652
1514,2008-12-09,1(매우높음),87.95031220881731,8.179487905914009,68.68068288857668
1515,2008-12-10,4(낮음),19.60639005934746,2.8416237200517047,17.61493681511625
1516,2008-12-11,3(보통),29.357290985239693,3.367734513719346,22.908259309040627
1517,2008-12-12,1(매우높음),87.78994852971822,9.395239087902242,67.0303511771015
1518,2008-12-15,4(낮음),19.891636759970094,2.3216336966690423,18.686804965013806
1519,2008-12-16,4(낮음),21.24220724569559,2.9271145841956896,19.21928384614142
1520,2008-12-17,3(보통),27.612532430455087,3.7218058705414996,21.955568257787434
1521,2008-12-18,4(낮음),15.903660628146532,2.57921654447284,16.51749749145516
1522,2008-12-19,4(낮음),19.212929304332768,2.6980515938190073,21.59102627484205
1523,2008-12-22,4(낮음),15.378178821190875,2.3174077492077214,13.079785783485914
1524,2008-12-23,5(매우낮음),8.375767638773995,1.2011754059613988,8.125994995436729
1525,2008-12-24,2(높음),48.10898666458911,5.554248178690119,45.04357223587247
1526,2008-12-26,4(낮음),20.586713378367048,2.4879132775094877,16.638915928932565
1527,2008-12-29,3(보통),26.370078267726996,3.4155823769942937,24.984954246666625
1528,2008-12-30,5(매우낮음),5.38075583434874,1.2410801445439714,7.822677568115356
1529,2008-12-31,2(높음),41.99792777516454,7.64402461688173,60.819091502113324
1530,2009-01-02,2(높음),40.98772785503879,5.691210223210194,35.163541059931546
1531,2009-01-05,2(높음),39.605210753449825,7.28683336316289,57.51461699191631
1532,2009-01-06,2(높음),36.19715360007521,6.585824177672609,51.833107087978625
1533,2009-01-07,4(낮음),21.29094248494713,2.2843661293914574,19.85322598557069
1534,2009-01-08,3(보통),26.764737552001037,5.38595654019319,30.031606967041633
1535,2009-01-09,4(낮음),17.96995476285954,2.043922490964385,14.02993156674723
1536,2009-01-12,1(매우높음),86.47275353662677,12.24426284527279,79.73911061955732
1537,2009-01-13,3(보통),32.98632651705128,3.4882549503317444,21.232497484981515
1538,2009-01-14,2(높음),48.8344305628801,8.02379791449192,51.573993340008904
1539,2009-01-15,3(보통),28.738761909729448,5.468572956756149,30.11596632630962
1540,2009-01-16,4(낮음),13.362808280892116,2.990101026292374,23.290208405749066
1541,2009-01-19,2(높음),51.52468915904022,7.574409202937046,52.05710723084909
1542,2009-01-20,4(낮음),14.664940645846034,1.9906000874089904,14.393872866131815
1543,2009-01-21,4(낮음),16.178872722878538,2.5347637743424465,15.043772448985509
1544,2009-01-22,4(낮음),13.933264174520126,2.2754991745469395,16.45256452056364
1545,2009-01-23,2(높음),55.1480531518923,6.343915121604697,53.58435068393864
1546,2009-01-26,2(높음),56.577081593433746,5.850514784520234,42.997019540471705
1547,2009-01-27,4(낮음),17.830965265629438,2.7425441447865215,18.686631681276538
1548,2009-01-28,2(높음),53.19941150491768,6.176365584775462,45.28158019959959
1549,2009-01-29,2(높음),56.25522772777293,7.746635301163829,51.11520942866746
1550,2009-01-30,2(높음),46.334222574390935,6.075568380880872,39.87085415796581
1551,2009-02-02,5(매우낮음),9.504430941997693,0.9520521172575707,6.706460453453875
1552,2009-02-03,4(낮음),21.4289295476075,2.9103521794930365,18.77392249175863
1553,2009-02-04,3(보통),26.311625011344262,3.779331104381602,27.30325681920613
1554,2009-02-05,2(높음),36.54865628830339,7.155611273321594,53.07845910678462
1555,2009-02-06,4(낮음),21.467570796256762,2.382304356571737,18.574777437890905
1556,2009-02-09,3(보통),24.267992321507364,4.471071795702316,33.533639367778726
1557,2009-02-10,3(보통),24.085051683642124,3.9589732028059714,31.766389814599794
1558,2009-02-11,4(낮음),16.024735321736248,2.141160896576565,15.807643618913028
1559,2009-02-12,3(보통),28.812781155154873,3.8970799558660048,27.292595176356528
1560,2009-02-13,2(높음),37.67442726403615,9.293667763747612,50.02164801571658
1561,2009-02-16,3(보통),27.41669639143771,3.1295476975949383,28.219252605783122
1562,2009-02-17,4(낮음),15.451092077924086,2.7497189129958524,16.04321340113426
1563,2009-02-18,3(보통),30.675294335659142,4.475877329212615,27.94879215469361
1564,2009-02-19,2(높음),57.79953507899414,6.210468781230092,48.8253452984874
1565,2009-02-20,2(높음),49.0831785221278,6.8119310020288415,42.48749117816093
1566,2009-02-23,2(높음),57.49104913738392,5.417081864956899,41.916030546858885
1567,2009-02-24,4(낮음),16.388418736057574,2.1607363056510605,16.09454122674343
1568,2009-02-25,3(보통),31.815405036947332,3.207452694923632,25.939202126969562
1569,2009-02-26,3(보통),25.481342604110917,3.4027108034100877,29.05624393431998
1570,2009-02-27,5(매우낮음),7.12215005341301,1.4874411402062315,9.716951560440696
1571,2009-03-02,4(낮음),20.01842746365842,2.434752551887882,19.764679445462587
1572,2009-03-03,5(매우낮음),7.5946024113551776,2.0028879508278132,12.197677649014686
1573,2009-03-04,3(보통),32.79217095771642,3.567144535663374,25.72441237742934
1574,2009-03-05,5(매우낮음),8.86199280421003,0.8653709548714457,7.040586261339547
1575,2009-03-06,3(보통),27.14007962082097,4.275878379554567,22.71183356881299
1576,2009-03-09,5(매우낮음),10.840445587588354,1.703403025635464,10.671419140916218
1577,2009-03-10,5(매우낮음),6.925450169921745,1.344888525548584,7.978468213119776
1578,2009-03-11,5(매우낮음),10.999030749507966,1.2932205537068036,9.659417799100149
1579,2009-03-12,4(낮음),16.87907839253719,1.9946098157884868,15.21809450318645
1580,2009-03-13,5(매우낮음),10.616749032889821,1.4120702213544647,8.006808713824672
1581,2009-03-16,2(높음),51.556438911732556,5.526279232093694,36.6948777926573
1582,2009-03-17,3(보통),24.08455782328759,3.640204580223281,26.30343778123796
1583,2009-03-18,5(매우낮음),7.992397705750932,1.342888035700487,9.09002359058216
1584,2009-03-19,2(높음),55.10244504413125,5.994148737913025,40.017156518314906
1585,2009-03-20,2(높음),43.283699391253236,4.929366654227347,44.13680177868365
1586,2009-03-23,2(높음),39.088935341104836,9.569839975678207,61.23438865091134
1587,2009-03-24,4(낮음),15.464657366111892,2.0838544397660552,15.806965408875252
1588,2009-03-25,2(높음),35.62422696313596,6.555924856755075,35.21530006895906
1589,2009-03-26,4(낮음),21.9334676180979,3.096256288714208,20.202562958624767
1590,2009-03-27,4(낮음),15.544123166763889,2.5551838682889634,13.976041167222249
1591,2009-03-30,4(낮음),17.49727884205575,2.512708008165012,17.198466086731447
1592,2009-03-31,2(높음),56.8898018303684,5.278297519312829,40.33067601536497
1593,2009-04-01,2(높음),52.952034088306235,6.713243832446858,56.14017506633701
1594,2009-04-02,2(높음),44.499507832578225,6.942241130523542,46.38200357233598
1595,2009-04-03,2(높음),35.19269501869227,6.973714332471353,44.72097560891601
1596,2009-04-06,2(높음),51.54698459693935,7.476987065163903,44.780785194377934
1597,2009-04-07,2(높음),57.118030996192495,5.532671627932265,39.72440072812014
1598,2009-04-08,2(높음),37.972775992380335,7.137232283881611,49.686489559363324
1599,2009-04-09,2(높음),48.286842138063115,7.344402043983336,46.65598330342469
1600,2009-04-10,2(높음),48.03718239219975,5.234829230636725,33.41474851628076
1601,2009-04-13,2(높음),52.03775442306876,9.799218911870838,61.48145113662132
1602,2009-04-14,3(보통),31.036381565179415,5.526241837378031,35.22455595927642
1603,2009-04-15,3(보통),26.8459864539921,5.596539658143044,33.07694005979951
1604,2009-04-16,3(보통),30.48460665457649,3.342192661725209,30.04440749897189
1605,2009-04-17,3(보통),26.16926147866999,4.744068195040842,32.669913063037924
1606,2009-04-20,3(보통),24.216522649958492,5.51008205512339,32.41774619780782
1607,2009-04-21,3(보통),29.76428887547744,4.229244050882974,24.434963917599866
1608,2009-04-22,3(보통),30.613271169906447,5.5983774175388215,33.08758373583665
1609,2009-04-23,3(보통),27.507300576944786,4.8746132259063515,32.76596865346559
1610,2009-04-24,3(보통),26.334091275829604,3.4570659626636693,26.12177981655698
1611,2009-04-27,4(낮음),17.396928490414652,1.8429364375543391,13.999425773234831
1612,2009-04-28,4(낮음),16.789341721907487,2.6879329639113214,16.828356913236064
1613,2009-04-29,4(낮음),19.173692831269527,1.8730873023120307,13.661920382271562
1614,2009-04-30,4(낮음),15.253061467316254,2.4382344666409543,20.73186877546144
1615,2009-05-01,4(낮음),17.88677399300111,2.172033696146101,12.594247552831897
1616,2009-05-04,4(낮음),19.981915406086777,2.9497698716687926,22.627507069065377
1617,2009-05-06,4(낮음),20.874351255928552,2.5361473993661563,16.45245457517368
1618,2009-05-07,4(낮음),19.285474276619194,3.009003477488723,16.651488083172126
1619,2009-05-08,4(낮음),20.53728626438616,2.116930603572144,14.3369341208314
1620,2009-05-11,5(매우낮음),8.603098715435351,1.5483829090264334,10.696306573898335
1621,2009-05-12,5(매우낮음),9.530703421046766,1.579731017567995,9.472880386905558
1622,2009-05-13,5(매우낮음),11.113174343425545,1.517172616320373,13.09481755902103
1623,2009-05-14,5(매우낮음),5.90332577376885,0.7972437578156853,5.649372774671604
1624,2009-05-15,5(매우낮음),10.375599861707968,0.7644243212407348,6.763081668425035
1625,2009-05-18,5(매우낮음),6.976777021588949,1.3080043357290483,9.76235390628857
1626,2009-05-19,5(매우낮음),8.926452121416155,1.1177159596463526,8.380869167093534
1627,2009-05-20,5(매우낮음),6.993677440839415,1.2754956828700887,10.250117401755093
1628,2009-05-21,5(매우낮음),8.057405405041454,1.157238921635121,9.202181086268274
1629,2009-05-22,5(매우낮음),8.56956980225537,1.8740601022814516,11.990551963625537
1630,2009-05-25,4(낮음),16.23922521007664,2.9013260958384697,16.398794496613174
1631,2009-05-26,4(낮음),15.594023400777024,2.7135707900774215,17.878609031881343
1632,2009-05-27,4(낮음),16.61777293577771,2.4698103954134623,16.02165727312823
1633,2009-05-28,4(낮음),14.045513223504654,2.325335778814665,14.366709957996035
1634,2009-05-29,4(낮음),18.986232955711056,1.918551555958706,15.154897227524696
1635,2009-06-01,4(낮음),16.74143561036078,3.3480114447838822,22.411294655912627
1636,2009-06-02,4(낮음),15.527301688767391,1.6107954338307953,13.19299774952446
1637,2009-06-03,4(낮음),17.810663105965084,2.3932634410578415,15.862585653678567
1638,2009-06-04,4(낮음),21.459042724305732,2.477323880101582,13.274181024638466
